gene_short_name,V515-06187-A1,TNT-1,TNT-2,TNT-3,TNT-4,TNT-6,TNT-8,TNT-13,TNT-14,TNT-16,TNT-18,TNT-20,TNT-24,TNT-26,TNT-27,TNT-30,TNT-33,TNT-35,TNT-41,TNT-44,TNT-45,TNT-48,TNT-49,TNT-50,TNT-53,TNT-54,TNT-56,TNT-57,TNT-58,TNT-62,TNT-65,TNT-67,TNT-69,TNT-71,TNT-73,TNT-76,TNT-79,TNT-80,TNT-81,TNT-82,TNT-83,TNT-85,TNT-92,TNT-94,TNT-98,TNT-100,TNT-104,TNT-105,TNT-111,TNT-113,TNT-115,TNT-117,TNT-121,TNT-122,TNT-123,TNT-132,TNT-133,TNT-134,TNT-138,TNT-139,TNT-141,TNT-152,TNT-154,TNT-157,TNT-158,TNT-166,TNT-167,TNT-177,TNT-182,TNT-183,TNT-186,TNT-187,TNT-192,TNT-194,TNT-195,TNT-197,TNT-201,TNT-202,TNT-204,TNT-208,TNT-209,TNT-210,TNT-211,TNT-214,TNT-217,TNT-218,TNT-219,TNT-220,TNT-223,TNT-224,TNT-225,TNT-227,TNT-231,TNT-234,TNT-238,TNT-239,TNT-240,TNT-245,TNT-252,TNT-259,TNT-265,TNT-267,TNT-269,TNT-270,TNT-271,TNT-272,TNT-274,TNT-275,TNT-277,TNT-278,TNT-281,TNT-282,TNT-283,TNT-288,TNT-289,TNT-293,TNT-296,TNT-297,TNT-299,TNT-300,TNT-304,TNT-310,TNT-311,TNT-313,TNT-318,TNT-321,TNT-322,TNT-325,TNT-326,TNT-328,17-00097-1_S9_cufflinks,17-00099-0_S15_cufflinks,17-00100-2_S17Aligned_cufflinks,17-00101-5_S19Aligned_cufflinks,17-00103-7_S3Aligned_cufflinks,17-00104-2_S7Aligned_cufflinks,17-00105-7_S10_cufflinks,17-00107-9_S10Aligned_cufflinks,17-00108-5_S18Aligned_cufflinks,17-00109-8_S14Aligned_cufflinks,17-00110-9_S15Aligned_cufflinks,17-00111-2_S4_cufflinks,17-00112-1_S7_cufflinks,17-00113-4_S11_cufflinks,17-00114-7_S13_cufflinks,17-00116-9_S2Aligned_cufflinks,17-00118-2_S5Aligned_cufflinks,17-00119-5_S5_cufflinks,17-00121-8_S12_cufflinks,17-00122-1_S1_cufflinks,17-00123-8_S16Aligned_cufflinks,17-00124-3_S12Aligned_cufflinks,17-00125-8_S13Aligned_cufflinks,17-00127-8_S3Aligned_cufflinks,17-00131-5_S8Aligned_cufflinks,17-00132-8_S16Aligned_cufflinks,17-00139-2_S9Aligned_cufflinks,17-00140-2_S2_cufflinks,17-00141-7_S14Aligned_cufflinks,17-00143-5_S2Aligned_cufflinks,17-00149-2_S3_cufflinks,17-00152-9_S4Aligned_cufflinks,17-00156-7_S13Aligned_cufflinks,17-00157-0_S11Aligned_cufflinks,17-00159-1_S1Aligned_cufflinks,17-00160-1_S2Aligned_cufflinks,17-00163-6_S7Aligned_cufflinks,17-00165-0_S10Aligned_cufflinks,17-00166-3_S11Aligned_cufflinks,17-00174-6_S15Aligned_cufflinks,17-00212-8_S3Aligned_cufflinks,17-00214-4_S8Aligned_cufflinks,17-00243-6_S9Aligned_cufflinks,17-00252-2_S13Aligned_cufflinks,17-00258-5_S5Aligned_cufflinks,17-00269-8_S12Aligned_cufflinks,17-00270-5_S14Aligned_cufflinks,17-00271-8_S16Aligned_cufflinks,17-00280-7_S4Aligned_cufflinks,17-00283-0_S6Aligned_cufflinks
DBI,412.371,88.0907,140.363,204.278,273.298,646.11,205.306,154.939,145.792,229.267,120.508,327.348,169.278,99.8671,152.017,185.61,238.327,176.509,121.199,108.177,61.8241,191.773,51.5853,139.829,341.228,101.01,601.027,123.693,221.397,120.785,415.849,146.652,110.56,162.036,191.018,80.9435,202.238,260.025,212.48,108.571,121.336,133.489,62.0434,186.812,74.6477,96.7272,300.908,33.3223,701.686,147.908,264.715,76.2147,121.927,132.105,347.116,281.14,172.401,162.915,140.302,272.917,89.2729,565.778,147.326,134.685,694.721,270.719,722.901,138.371,255.496,253.444,100.988,147.524,542.624,534.099,141.929,115.771,624.916,81.6514,305.276,363.298,62.2924,66.3788,90.8411,624.36,54.1796,52.9657,76.507,205.258,128.19,71.4454,130.439,147.596,105.985,124.317,37.3285,81.9375,118.743,37.6406,55.1479,102.259,206.401,8.62491,128.767,770.524,128.253,138.503,228.334,83.2867,61.8252,90.4076,104.124,94.6861,168.356,91.1501,82.4001,89.8314,92.3906,174.365,210.795,118.947,151.897,156.67,155.366,139.847,116.994,37.7055,322.902,21.2225,65.8549,61.6366,170.882,354.092,82.3534,144.903,71.6972,51.5305,24.5286,99.9534,107.854,42.2468,126.947,129.475,126.042,79.2129,148.145,156.991,19.5872,67.8746,94.8186,19.3784,64.7748,21.4471,14.5811,94.0731,19.1439,22.3556,77.3433,52.3533,41.5496,114.674,98.0767,0,289.493,133.718,107.402,180.298,307.908,113.507,46.0439,69.2038,180.87,68.0057,68.6185,141.197,166.079,139.231,458.192,474.352,128.964,251.488
DEFB1,3.16262,0,21.423,0,1.95276,0,0.372892,1.60599,2.80244,7.23493,0,10.0555,2.59478,0,0,3.46823,1.17739,0.424812,1.04105,0.977303,0.17211,0,0,10.9841,1.69422,0,7.80312,0.239474,0,0,0,0.583211,0,34.9808,82.746,0.967678,0.128772,0,0.684066,38.2433,0,0.38141,6.211,0,24.0657,3.17559,0,1.66839,0,0,4.61075,1.98514,0,2.30633,1.62327,5.28935,0.416956,0,0,0.762547,0,0,0,0.135413,0,0.57757,0,0,0.832102,5.7662,0,0.744099,3.86087,0,2.00535,0,2.52093,3.24124,2.15744,1.37071,7.68559,3.5428,0,0,0,0.263783,0,0,0.760477,75.0567,0.0909353,1.68765,6.56505,0.591504,6.17349,5.28242,0,10.5864,0,1.4857,5.6752,0.341007,1.89863,2.29778,3.92841,15.2837,0,0,0,0,0.755909,39.0385,0.857639,0.348327,1.06093,1.13114,0.186356,0.352438,1.58477,17.0221,3.25182,1.00589,5.24034,0.954595,0.610028,0,0,50.9421,0,3.21684,0,3.46354,2.1062,7.16452,0,6.74654,0,0,0.328307,0,0,2.63568,0.655946,0,0.373373,2.59282,0,1.44756,1.39579,1.33079,0.544689,0,0,0,2.9607,0,0.254765,7.87098,0.928965,12.7599,1.72424,0,0,1.31565,3.38358,1.33472,0.14658,0.496301,0.498385,7.12312,0.850688,0.217003,0.460946,0.207869,1.93523,1.12128,2.34702,3.06845,1.20338,1.62226
DHCR24,38.1374,85.4416,56.9426,14.8069,25.3035,231.222,13.1796,0.731201,86.3851,160.55,13.6373,97.5112,37.4488,15.2315,3.88958,21.093,3.82499,166.309,16.0402,7.28549,6.56267,10.783,31.3659,61.7799,20.8399,8.20185,14.4239,26.688,8.59466,18.6129,52.2747,58.5741,10.5851,41.8574,24.2594,38.0718,30.7697,50.5079,34.6919,63.6668,75.9645,4.28671,18.6696,5.51588,50.351,11.8349,43.5835,4.70632,109.752,9.0368,12.9893,32.4208,7.18474,40.2215,17.5614,36.6759,64.1324,25.671,10.8436,18.4995,49.9297,94.5633,11.695,74.3837,17.0556,90.6298,193.393,18.1352,57.4009,409.418,3.76716,19.7136,49.4777,14.7549,15.8205,3.72752,19.4007,22.1326,9.13265,112.684,12.4287,10.8391,0.456036,7.07305,1.94539,24.8616,68.512,0.44259,62.6917,35.0216,9.11603,3.44353,52.1513,24.5526,14.4175,9.51047,0.817277,29.3965,2.528,27.5106,38.6224,0.146062,26.682,58.1848,7.86456,24.5306,13.0241,3.70262,0.320053,7.5602,11.9895,103.38,46.4939,23.7835,17.0317,25.4588,7.1537,29.6213,7.01083,98.1209,9.19186,31.9861,2.58974,20.656,11.4754,2.13481,13.3313,62.9418,11.0616,9.57038,44.061,70.036,60.8572,68.2719,43.1474,67.6527,10.2971,10.5088,13.0362,2.16125,56.8192,18.9708,17.7634,4.51013,14.1302,33.11,14.4419,4.19175,39.1465,65.7614,53.6317,3.58161,26.3007,9.27006,7.69733,1.5266,41.1448,18.332,8.79103,140.125,13.2626,18.8087,54.2997,36.7396,27.97,40.4215,62.1057,28.1741,26.1331,82.1604,41.4729,48.2115,27.6291,108.111,27.1696,35.2547,130.198,118.108,57.3044,20.2387
DUSP5,2.66143,4.9567,13.1152,3.81803,9.61596,20.7856,6.2158,0.0467183,6.16071,19.7283,3.30187,14.6225,10.3833,4.38127,0,5.77455,5.034,12.0404,6.13273,6.42948,2.98412,4.10793,5.47868,4.47715,4.52794,6.61308,8.5035,2.64648,0.667679,3.29349,2.33399,10.2672,1.88482,3.61122,2.62585,3.34565,1.16378,12.2729,2.93328,0.992791,14.2512,2.37387,7.78564,11.9441,4.34839,5.35534,1.31806,2.66086,9.23302,6.14911,5.81537,8.2184,0,7.69096,2.76943,10.068,0,3.62035,12.0054,7.58368,20.0687,2.44871,2.10403,6.9571,3.37139,7.79961,5.81495,9.42159,8.58565,10.1188,1.65471,6.91371,10.3889,4.69127,4.06994,6.03294,3.40796,6.07051,3.80245,13.306,13.6718,3.76666,2.08853,0.619154,6.53692,2.54009,6.56814,4.8123,13.9662,13.804,4.35424,3.49885,12.2249,3.12875,7.09274,2.56,19.3721,5.52204,2.4734,0.760338,3.72196,0.359641,9.34232,9.28277,3.62355,3.18212,0.0136769,3.85473,9.35653,1.86001,1.57865,1.47901,2.63261,3.32927,3.52254,14.419,7.56295,5.90178,4.16149,4.9109,0.5457,13.7116,1.8477,7.48927,3.1831,0.626178,3.62308,4.8256,1.65224,3.33009,3.61528,7.49855,2.8738,1.50819,3.92321,2.25617,7.98056,14.5782,3.84803,21.4802,1.6976,4.24291,2.17358,2.29512,2.26818,16.321,11.1119,11.8552,11.8711,3.47578,8.27994,6.59482,17.2635,2.0363,1.1767,8.86489,3.51334,7.34486,9.1031,5.98185,5.49924,0,0,7.80812,2.60064,0.897643,0.552712,3.21569,2.81645,2.09469,2.65764,2.85197,12.0934,1.75253,2.8326,2.6019,3.94306,8.58584,1.67691,6.05483
FABP7,2.25652,0,0,0,1.97922,461.687,10.3147,23.0699,1.2532,4.11583,14.5807,1157.06,0.489068,1.10902,66.6622,4.77493,0.341104,18.504,2.74168,1.81101,19.2089,3.78089,0.829984,0,0.566084,5.13367,0.131606,33.7576,5.85369,49.2833,2.054,0.504147,31.3579,0.740728,0.245451,0.09458,3.73264,0,0.310352,9.31424,0.405342,6.33376,15.3098,234.221,0.713272,0.585031,1.60248,5.16667,289.357,0.0481688,0.359381,0.985374,6.4989,1.35821,19.9956,0.260094,0,18.6299,3.49154,4.85553,0,235.759,0.357028,0.0547732,0.591094,4.6843,4.80272,9.03826,0.320356,4.46561,6.08378,0.230612,13.1366,15.2167,3.66641,1.85446,0.469852,90.0951,0.529954,0.301185,0.385028,5.07499,0.0475985,2.13492,1.16187,0.101355,0,2.41871,0.776385,0,54.5626,0.19135,0.166318,0,0.459537,4.89626,0.665736,0,0,9.44809,0,8.49745,1.82876,61.6315,5.55782,7.26591,0.847085,2.26773,0,0.475457,59.3406,254.779,0.521183,20.3719,13.5345,0,41.4076,5.60352,8.85291,0.577967,18.7847,1.21934,0.259635,0.0867112,0.788269,0.594718,9.84249,0,13.8638,7.26256,0.060764,0.0870091,10.516,8.46856,0,16.3438,0.132922,0,10.5533,2.38455,0.0770102,0.111069,1.26749,7.17503,0.439255,0.903434,0.428058,0.571087,2.92749,0,0.668057,0,1.47972,4.2431,0.609712,0.569974,0.100483,5.74169,0.729541,0,1.94644,0,0,19.8938,3.41217,0.256128,5.85038,1.89392,0.403842,0,159.575,1.79528,1.58738,7.67591,2.60242,711.522,202.65,220.93,2.61417,2.42951
FASN,124.609,71.0935,30.5933,17.1223,69.4728,619.272,14.5119,2.66772,69.7638,955.989,13.9948,21.9527,41.3008,5.82045,1.39044,33.5896,8.31724,149.665,9.58166,6.20384,7.90951,12.8,37.1964,57.4616,10.4043,14.5167,1.08924,20.7734,12.6822,9.07795,10.7493,33.9861,5.36818,7.28892,2.2914,28.3466,15.2351,30.1502,33.2144,28.679,155.987,4.85397,3.44193,12.7001,9.73159,11.798,68.8874,0.486821,122.384,2.73138,5.79216,9.33763,4.28607,23.2501,3.01758,209.081,36.0783,21.6596,84.7906,26.8524,74.7024,218.648,52.6081,41.2107,15.7474,46.1734,2436.27,22.3397,2.86796,208.173,21.0554,41.1579,26.719,8.69055,3.79399,2.32471,22.2212,6.0106,27.5321,9.89772,2.64918,6.79925,7.09244,1.35786,8.13079,3.91481,53.3196,5.13523,15.5662,2.27257,1.28864,0.597191,11.447,35.273,2.56326,4.16085,2.22264,1.73233,1.5318,1.18795,22.6256,3.40307,3.15494,24.5049,6.34887,8.13864,2.94285,2.44852,0.510461,1.5303,21.6485,13.0917,22.4823,18.5795,7.68728,27.7993,8.63939,8.58678,2.40165,30.4868,2.77579,3.16328,3.60214,2.98044,9.75475,2.64205,4.11901,10.8743,7.60798,4.8363,57.3003,50.4576,77.1645,52.0136,48.321,49.9543,33.3583,45.8677,47.9147,7.55502,174.738,49.9008,61.5871,36.0866,21.2144,21.7879,23.8917,20.8026,36.53,97.7484,147.439,77.9135,188.596,36.2518,141.922,129.708,96.6952,107.343,110.826,264.185,63.1845,133.656,38.7403,77.9457,88.7778,52.2629,95.661,103.232,45.6413,92.0659,309.301,46.6293,68.9283,636.474,68.8053,37.527,778.483,620.299,284.185,53.9528
FGFR4,2.32432,2.29939,7.58388,0.748303,1.93565,23.8482,2.50856,0.198193,0.547024,13.4786,0,0.456456,2.47027,0.560783,1.45713,2.3529,1.9194,7.89793,2.54454,0.634329,0.676813,0.136404,0,1.32382,0.230451,0.111696,0,0.19916,2.10194,1.12382,0,2.07236,3.41509,0.162787,0.103253,3.80263,0.435912,13.3853,2.73629,0.211097,16.3501,0.210286,0.543839,0,0,0.757059,9.37874,0.581223,8.91163,0,0.486908,0,0.156723,13.4066,0.907833,12.2067,0.416916,1.26755,0.23882,0.487249,0,15.2911,0.327716,4.54072,0.248822,0.964925,10.5636,4.81442,0,1.83149,0.564881,3.14713,1.14408,2.74081,1.3025,0.975753,0.474482,0.572056,7.75526,0.446859,0.229108,0.630999,0,0.290372,3.89774,1.14783,0,0,5.66742,1.20116,0.044059,0,0,0.773005,2.2803,0.310047,0,0,0,0.335385,0.794633,1.03641,0.270629,0.399559,2.49633,0.174625,1.53433,0.464383,0.138728,0.381338,10.5211,0.356516,0.42262,3.64999,5.34385,7.47289,0.749579,0.82198,2.10462,2.06335,0,0.0814148,0.0657728,0.253247,0.0277075,1.14407,1.26775,6.60236,0,0,2.04738,0.908697,1.22252,1.10201,1.37858,0.516594,6.27721,1.69929,0.384906,0,3.48613,0.265341,0.935502,0.484282,0,0.706173,1.08178,1.18964,0.871586,3.56694,7.51737,0,0,0.755862,0.555021,0,0.655992,0.622948,1.23672,37.3663,0.991191,0,21.8094,0.919346,0.476452,0.592591,4.11049,2.18025,1.89591,0.56631,7.30337,1.46328,0.411328,12.591,0.316761,0.468103,0.55462,0.310467,7.21331,0.225221
FGL2,2.48121,4.36658,13.7442,7.67522,18.1586,2.74346,6.19449,2.36283,3.21642,3.33994,9.61383,2.6246,8.67615,1.51398,11.4318,3.95632,16.6367,12.85,5.03298,7.86297,2.29528,8.07871,7.10369,5.51389,5.87532,14.4419,10.4282,3.20866,5.94705,6.69295,6.28194,8.22928,2.24482,4.60607,5.20114,6.17449,2.55079,12.4533,4.93832,4.99871,5.12706,2.7094,13.8813,4.01329,15.2264,11.0687,9.87236,3.36412,2.79398,14.189,9.94236,10.2123,4.59367,7.33065,3.14344,8.49231,10.1991,5.45068,8.12581,4.23162,5.29114,11.0158,4.60628,10.3349,3.65538,5.57745,3.72151,3.7914,9.52411,2.36989,3.35606,4.42777,8.68063,6.57174,13.2934,5.81374,2.43645,3.41656,7.28456,6.86792,18.6347,12.5431,29.2128,7.35359,24.3703,6.97558,6.80796,13.1522,4.23182,5.29089,7.08488,9.16764,11.6829,6.32909,17.1009,12.4948,1.62754,11.3854,12.8518,6.70472,6.59034,8.86134,7.52936,3.01475,6.75181,3.37968,3.15432,6.60571,13.9472,6.26563,6.78257,10.6796,4.10317,2.4655,3.17752,5.11273,3.56203,3.83394,4.40214,5.92215,4.1749,4.93389,6.20109,5.94021,7.74637,7.86768,4.80815,7.19821,5.61145,13.4369,2.54605,5.3003,8.12208,1.70668,12.1423,0.393938,1.65977,12.1398,4.67698,7.85378,1.53472,9.96545,3.14896,3.70126,9.25424,7.72553,3.54424,13.6287,12.79,3.09946,8.57437,9.62687,5.21316,0.0598873,9.03785,3.52666,1.62525,3.84026,2.91686,0.907804,22.3538,0,5.3298,4.94528,6.80476,7.74095,1.78384,11.3333,5.58276,2.71377,6.50038,3.71159,8.60775,5.83078,6.23406,7.09258,10.955,17.2755,9.03129,18.1999
FOXA1,1.38574,61.0078,55.8235,0.458748,44.0487,193.552,0.161866,0,0.205656,106.896,0,30.6374,1.60243,0.363042,0.606611,0.279061,36.9889,67.0924,0.137919,4.48069,4.18446,1.29449,23.1953,1.90232,0.2382,14.8548,94.0994,1.82645,0,5.66134,37.9063,41.2711,0.252733,5.15771,0.840333,3.33958,0.497145,145.191,0.618512,0.525582,121.246,0,4.61343,52.9129,40.2709,1.26925,106.805,6.09365,201.456,0.184148,1.13544,0.275353,0,51.809,1.76614,88.9966,101.267,1.2293,0.90897,8.97258,208.476,26.0362,0,1.01931,0.319701,2.54634,343.304,7.3197,8.27237,131.475,0,1.14651,55.0153,0,11.4149,1.1978,3.76434,0.420079,121.108,139.02,0.921874,0.49807,0.0259267,5.57404,0,0.0661844,91.4593,2.55031,79.9745,35.7877,1.95141,0.882457,107.32,5.27579,1.53088,0.0622759,0.212673,18.2225,3.50368,0.319283,3.09199,4.93459,1.54293,166.612,4.95611,1.46699,2.99895,2.06513,16.9152,70.669,1.55029,6.46327,135.889,0.323396,0.742095,141.468,30.7378,0.9985,1.74342,3.24807,2.88396,1.50615,0.938145,1.1556,0.753702,1.41443,3.72445,23.6446,9.37556,3.16782,0.0979917,1.55697,0.469399,0.169467,4.26885,7.66108,2.09953,22.1995,0.291452,12.0454,94.6264,5.35827,0.139388,1.02879,0.345068,64.6535,90.0389,8.50756,58.3932,23.318,4.29772,0.181899,70.9237,5.49379,0.399233,6.5881,0.595121,0.725695,22.9237,143.36,8.11944,20.6189,0,2.59678,1.33065,1.38504,0.108081,2.32873,3.05573,3.41172,46.262,0.913379,36.4209,154.413,5.23722,5.58076,98.2355,86.8978,166.256,0.742325
FOXC1,9.10755,0.485797,2.45497,14.4609,6.6412,3.31141,26.6282,35.8813,32.1182,4.09098,7.67033,3.61987,88.3583,62.2426,24.7188,28.9814,21.2141,3.63065,29.7138,20.1979,82.3449,16.4598,14.3622,39.9886,34.1132,10.7698,3.08754,53.8272,5.94384,32.0002,1.83015,9.42451,33.4287,27.0297,39.4518,12.8646,17.57,1.18777,40.557,40.707,0.746015,79.8081,15.6674,8.84632,12.4904,41.8014,1.76016,61.004,3.58246,38.9412,14.4227,43.8821,31.2379,10.7241,29.8336,2.14003,0,35.6002,22.5072,70.1013,0,0.79214,26.0512,28.4132,24.0372,26.0138,0.867287,108.721,15.3841,1.07673,30.2613,34.9737,3.64372,33.5466,27.8721,32.2897,38.1223,61.0001,5.18437,2.76586,6.7351,17.6875,42.6333,48.272,5.21185,33.0458,0.735023,14.558,0.369856,9.26743,23.0437,35.2188,5.24262,14.6341,8.49762,21.1296,75.5876,10.5082,7.21536,3.57756,34.8431,4.4918,19.7763,1.0739,67.9424,33.4799,122.176,35.8189,0.385336,0.656008,8.70012,17.1276,3.01998,73.7762,60.9547,1.44127,15.1327,61.5935,41.9665,25.3759,23.4572,11.1416,33.2057,47.1304,32.566,1.81013,53.1081,13.7862,19.3417,11.1992,65.4708,26.2312,88.3177,116.096,16.9357,21.056,8.20116,9.45654,41.1188,4.88963,158.749,15.3442,90.645,44.431,44.4172,10.4657,15.4442,27.3498,19.229,52.0178,131.829,1.64669,12.1608,26.7646,71.1802,4.69982,26.9418,17.2027,18.3546,3.12932,8.85273,3.16898,41.8526,22.169,35.2897,48.0158,78.4953,49.3215,70.048,29.4622,2.49251,62.6473,10.9936,3.43366,38.8687,15.7271,1.00065,7.0417,1.51493,11.5344
GABRP,8.66089,0.0561244,0.944281,0.106364,3.76132,0.739897,672.327,383.947,841.158,2.34216,218.567,1.24448,896.727,138.871,709.436,193.312,8.23624,16.394,693.341,162.789,429.953,336.682,498.221,23.6083,837.778,10.0879,24.0058,573.122,153.087,410.733,0,101.907,723.575,664.103,788.549,1458.83,888.057,58.7474,181.197,1075.05,1.4016,1053.74,1884.93,392.793,391.156,358.421,7.01519,176.336,9.12478,427.715,284.178,1315.98,14.2934,29.9995,39.4466,21.6841,0,1009.38,866.449,663.094,29.198,18.8446,827.906,503.14,174.048,599.52,0.0719074,602.953,1005.45,4.11811,336.445,331.8,53.2833,156.577,255.806,4.73335,223.33,392.1,11.243,2.12072,463.373,194.545,174.106,124.557,12.3893,1786.59,0,204.752,0.0315845,0.360717,369.529,136.776,40.2214,1028.27,481.995,204.747,316.714,591.755,1.02746,740.411,447.857,3.02588,834.386,1.19229,86.5647,664.593,0,2.98012,0.15685,17.6287,175.713,471.699,1.82586,16.815,23.4685,0.892506,85.2671,116.867,3.87573,1312.73,963.374,187.597,590.01,236.085,262.378,36.8389,9.75716,271.083,493.65,13.0795,7.86479,7.99554,227.371,400.965,589.325,26.6801,25.1786,16.6435,72.6743,47.4048,4.80822,0.995849,22.9519,461.206,24.0438,132.79,123.86,22.5738,89.7943,191.482,277.334,269.497,79.957,223.362,192.759,12.2303,383.281,275.553,145.533,22.4545,9.4546,52.1578,467.371,12.7787,225.11,347.089,542.833,213.666,457.054,1.23011,1.96427,38.9273,12.1721,1.59203,475.426,110.373,1.14783,19.9296,5.34289,61.8084
GALNT7,12.4003,42.6968,57.6309,30.9222,29.7102,166.072,18.8899,7.36137,7.97859,103.531,10.3138,64.223,24.1949,19.6479,17.0417,6.88271,18.1979,35.5447,14.8009,8.8823,34.2443,12.8103,21.4797,11.5386,12.0992,29.2673,16.1462,11.9499,5.65318,12.125,28.8918,43.7686,15.0502,30.12,32.0451,15.4459,18.839,54.0238,41.0609,21.5606,25.489,38.9402,28.7253,59.2443,26.8092,29.8137,359.37,29.8458,49.7457,32.677,19.2697,12.4562,5.89062,167.879,3.91766,29.4882,89.2718,12.1341,6.7878,16.3709,26.2825,26.0401,27.9426,12.2184,11.58,11.9974,21.0465,5.39991,12.5692,37.4187,17.261,13.8611,58.9319,7.91952,18.406,24.4677,8.39634,29.0905,31.3368,67.8158,15.0174,34.6812,26.8887,8.64044,27.3677,15.9673,42.2046,18.5998,515.103,97.6033,29.7218,19.0978,45.0253,18.4391,14.2293,36.8265,14.0325,38.4835,18.9048,9.15928,11.2769,17.9817,18.4089,157.514,16.9407,16.4421,56.3736,25.0354,9.3507,177.51,8.25552,26.6716,80.39,5.88805,4.23746,27.0483,17.9387,16.3671,14.0614,28.9779,22.0505,19.2626,14.3397,16.6628,19.94,20.0622,8.96135,22.686,18.1204,0.875309,7.85755,22.437,18.5846,22.6302,18.8425,26.588,11.0325,30.8292,7.65921,7.85692,60.2869,22.0053,7.13278,17.6967,18.0233,47.2601,17.0883,12.5529,23.2172,29.3886,26.1286,5.79069,20.9316,27.8541,13.0624,14.666,25.8265,14.8314,17.1514,59.9791,43.6994,12.9507,0,16.9598,24.6473,24.7308,33.3183,30.3282,38.6016,11.8491,92.9805,22.3963,25.96,105.712,23.3908,33.2821,43.2333,28.8384,58.7644,18.4078
GBP1,41.394,324.355,297.692,25.9257,117.684,72.8056,109.555,115.376,144.463,76.4035,228.894,59.1961,317.85,54.4518,69.6213,178.531,179.694,150.278,198.987,181.968,124.809,69.3219,257.266,71.5431,169.811,112.329,172.961,99.511,47.5023,540.702,22.5078,116.33,128.634,69.4365,162.272,210.724,257.492,176.493,169.347,45.6671,140.442,94.8531,144.004,17.1528,319.245,388.829,36.3345,96.5449,45.8172,282.29,455.047,140.223,175.529,42.1939,239.401,119.359,79.0541,193.236,235.575,219.584,80.0908,80.4756,106.422,527.597,230.776,528.756,54.6539,153.465,698.158,292.732,31.443,517.396,185.853,326.483,180.147,92.947,125.751,350.463,194.603,105.891,181.239,105.32,61.8333,174.836,212.554,121.512,95.0405,79.1625,33.577,95.767,106.125,154.722,82.1542,225.238,170.473,123.158,470.393,138.955,121.363,218.737,268.497,16.5986,201.665,39.4209,131.35,155.758,289.868,129.284,127.903,53.7536,535.638,203.558,95.4322,217.057,208.943,105.467,50.2438,144.925,101.957,381.344,130.413,338.003,62.836,222.533,656.55,96.45,72.4958,194.968,518.463,22.652,84.0119,69.2423,194.719,38.8152,204.124,12.1963,291.445,81.1056,36.9994,226.628,51.5421,191.718,60.3429,75.7986,93.6811,222.501,50.1795,218.482,148.097,82.2882,185.822,90.1077,93.6234,162.607,226.399,191.461,102.725,94.1626,92.1187,23.1936,113.411,0,0,33.4805,275.592,183.034,46.4511,174.017,191.847,135.247,60.6462,330.432,243.862,66.9108,98.347,132.468,151.737,153.619,101.148,162.069
GCHFR,0.422531,0.707112,0.886545,0,0.344589,0.554533,0,0,0,1.26429,0,0.276117,0.280473,0.1355,0,0.153757,0.130833,0.266475,1.48478,0,0.342741,0.571889,0.118621,0.20549,0,0,0,0.167516,0.108339,0.0847417,0,0.176906,0.0870739,0,0,0,0.13666,0.0906165,0.216991,0,0.275027,0,0.154028,0,0.279883,0.313997,0.200914,0,1.04278,0,0.498815,0.348706,0,0,0,0.271182,0.887887,0,0.115251,0,0,1.02698,0,0,0,0.134001,0,0,0,0.376676,0,0,0.948322,0,0,0,0.239036,0.699921,0.235974,0.306355,0.152916,0,0,0.096755,0.383667,0,0,0,0,0.121758,0.166209,0.396591,0,0.275705,0.444785,0.276966,0,0,0.227852,0,0.19162,0,0,0.714842,0.113979,0.377754,0,0,0,0,0,0,0,0,0.223262,0,0,0.145981,0,0,0,0.178939,0,0,0.2555,0,0,0,0,0,0.42294,0.963942,0.19724,0.259813,0.28362,0.190252,0,0,0.32196,0,0.753334,1.08635,0.129631,0,0.90489,0.0822039,0,0.572959,0.19197,1.22014,0.795989,0,8.82467,0.857477,0.589551,0,0.312517,0.55353,0,0.606169,0.289156,0,0,0.333965,0.160495,0.0872098,0.465567,0.132039,0.525515,1.3619,1.17435,0.469542,0.737737,0.55625,0.326596,0.294779,2.04171,0.39272,0.738543,2.50636
