gene_short_name,V515-06187-A1,TNT-1,TNT-2,TNT-3,TNT-4,TNT-6,TNT-8,TNT-13,TNT-14,TNT-16,TNT-18,TNT-20,TNT-24,TNT-26,TNT-27,TNT-30,TNT-33,TNT-35,TNT-41,TNT-44,TNT-45,TNT-48,TNT-49,TNT-50,TNT-53,TNT-54,TNT-56,TNT-57,TNT-58,TNT-62,TNT-65,TNT-67,TNT-69,TNT-71,TNT-73,TNT-76,TNT-79,TNT-80,TNT-81,TNT-82,TNT-83,TNT-85,TNT-92,TNT-94,TNT-98,TNT-100,TNT-104,TNT-105,TNT-111,TNT-113,TNT-115,TNT-117,TNT-121,TNT-122,TNT-123,TNT-132,TNT-133,TNT-134,TNT-138,TNT-139,TNT-141,TNT-152,TNT-154,TNT-157,TNT-158,TNT-166,TNT-167,TNT-177,TNT-182,TNT-183,TNT-186,TNT-187,TNT-192,TNT-194,TNT-195,TNT-197,TNT-201,TNT-202,TNT-204,TNT-208,TNT-209,TNT-210,TNT-211,TNT-214,TNT-217,TNT-218,TNT-219,TNT-220,TNT-223,TNT-224,TNT-225,TNT-227,TNT-231,TNT-234,TNT-238,TNT-239,TNT-240,TNT-245,TNT-252,TNT-259,TNT-265,TNT-267,TNT-269,TNT-270,TNT-271,TNT-272,TNT-274,TNT-275,TNT-277,TNT-278,TNT-281,TNT-282,TNT-283,TNT-288,TNT-289,TNT-293,TNT-296,TNT-297,TNT-299,TNT-300,TNT-304,TNT-310,TNT-311,TNT-313,TNT-318,TNT-321,TNT-322,TNT-325,TNT-326,TNT-328,17-00097-1_S9_cufflinks,17-00099-0_S15_cufflinks,17-00100-2_S17Aligned_cufflinks,17-00101-5_S19Aligned_cufflinks,17-00103-7_S3Aligned_cufflinks,17-00104-2_S7Aligned_cufflinks,17-00105-7_S10_cufflinks,17-00107-9_S10Aligned_cufflinks,17-00108-5_S18Aligned_cufflinks,17-00109-8_S14Aligned_cufflinks,17-00110-9_S15Aligned_cufflinks,17-00111-2_S4_cufflinks,17-00112-1_S7_cufflinks,17-00113-4_S11_cufflinks,17-00114-7_S13_cufflinks,17-00116-9_S2Aligned_cufflinks,17-00118-2_S5Aligned_cufflinks,17-00119-5_S5_cufflinks,17-00121-8_S12_cufflinks,17-00122-1_S1_cufflinks,17-00123-8_S16Aligned_cufflinks,17-00124-3_S12Aligned_cufflinks,17-00125-8_S13Aligned_cufflinks,17-00127-8_S3Aligned_cufflinks,17-00131-5_S8Aligned_cufflinks,17-00132-8_S16Aligned_cufflinks,17-00139-2_S9Aligned_cufflinks,17-00140-2_S2_cufflinks,17-00141-7_S14Aligned_cufflinks,17-00143-5_S2Aligned_cufflinks,17-00149-2_S3_cufflinks,17-00152-9_S4Aligned_cufflinks,17-00156-7_S13Aligned_cufflinks,17-00157-0_S11Aligned_cufflinks,17-00159-1_S1Aligned_cufflinks,17-00160-1_S2Aligned_cufflinks,17-00163-6_S7Aligned_cufflinks,17-00165-0_S10Aligned_cufflinks,17-00166-3_S11Aligned_cufflinks,17-00174-6_S15Aligned_cufflinks,17-00212-8_S3Aligned_cufflinks,17-00214-4_S8Aligned_cufflinks,17-00243-6_S9Aligned_cufflinks,17-00252-2_S13Aligned_cufflinks,17-00258-5_S5Aligned_cufflinks,17-00269-8_S12Aligned_cufflinks,17-00270-5_S14Aligned_cufflinks,17-00271-8_S16Aligned_cufflinks,17-00280-7_S4Aligned_cufflinks,17-00283-0_S6Aligned_cufflinks
KCNK5,7.32046,0.0888601,0.187149,0.0475578,0.166799,0,1.41812,0,1.8995,0.141386,0.0901098,0.0980816,3.72339,8.64592,2.13131,3.35824,0.629343,0.263253,1.98658,1.29317,2.44618,1.00709,0,0.660506,0.602485,0.293658,0,1.77673,0.19696,1.83848,0,0.481949,1.70494,0.887702,0.0679313,1.52393,4.96506,0,1.13588,1.02101,0.599162,1.42137,0.133175,0.327907,0.592298,0.647269,0.138828,0.482227,0.153093,0.340533,0.3558,1.19372,0.970977,0,0.608428,0,0,2.40978,1.87699,1.02161,0.0817072,0,0.0198674,0.690415,1.91029,7.58505,0.153623,9.51881,1.76055,1.74209,4.71198,1.17238,0,2.25602,0.0257332,0.0992269,1.12651,1.84855,0.248838,0.205791,0.888863,0.583528,1.87083,0.293235,0.535433,0.897033,0.0989018,0.853324,0.00994656,0.0814902,0.961422,0.215012,0.587631,1.12907,1.74261,0.285043,0.107842,0.478414,0,0.449249,0.324207,0.587326,0.729846,0.0564726,0.537532,1.87473,1.75965,0.499491,0,0.0171516,1.91526,1.10293,0.207736,1.51053,1.22033,0.533724,0.295017,0.779464,0.959165,0.741297,0.620442,1.14972,0.383991,1.89058,0.68934,0.207024,1.85514,1.05113,0.357348,4.45511,2.19827,0.46282,0.700376,1.67155,0.806314,0.209398,2.18497,0,5.83935,0,4.80851,0.610668,5.90846,0.70677,3.01694,0.880842,1.64673,0.260677,0.897058,0.466118,2.75802,1.67404,1.11295,1.90994,3.68354,0.14339,1.85105,1.77677,1.93303,0.149882,0.997713,0,1.21499,3.94905,3.4465,4.97692,3.80893,3.18271,3.73451,3.38603,0.226162,4.70967,0.144255,0.294427,2.79978,0.511742,0.164958,0.399446,0.341336,0.569483
KIAA1324,6.46799,1.43479,55.1968,0.28655,15.1323,151.768,21.9507,24.4954,0.938493,96.8405,8.63215,31.418,15.5619,31.4718,19.7413,9.0147,115.747,43.7592,15.395,12.3385,47.721,48.1605,21.4507,4.37915,10.5274,125.743,7.8991,2.57743,22.2454,10.6981,26.6,77.9209,19.3855,5.69649,3.70884,0.643353,60.8468,94.6725,19.5404,43.3188,40.057,26.8834,6.34263,18.6514,18.4207,22.5117,94.4477,7.33534,125.869,22.8026,1.5275,14.9899,48.6457,63.3608,3.08357,26.2765,116.535,11.1121,10.5216,17.5328,24.0352,70.4997,3.67492,11.462,3.68074,63.5315,10.2064,52.1132,25.3218,37.9078,23.6354,1.36378,53.7366,6.48423,8.69715,5.9885,17.717,30.8297,35.5909,109.379,7.93069,23.6154,25.574,49.3905,8.98162,23.9853,81.4101,71.7494,101.822,42.5417,2.77433,1.40756,8.24147,1.58518,8.14788,25.3584,10.908,11.1041,5.25825,1.34983,29.7423,7.65217,15.4293,91.0199,41.736,5.59984,90.2955,4.49825,19.0453,46.4182,4.29164,28.5795,38.4246,33.3498,36.5255,37.4749,6.12043,31.6459,17.3401,3.78249,17.9592,3.70693,7.69644,26.8004,3.49331,3.41216,44.5245,8.68953,11.1553,14.6388,0.469548,3.25853,8.7735,13.6502,0.733045,20.8609,1.93052,2.88067,12.8659,0.461752,177.715,14.3826,45.812,10.0233,21.7289,38.8219,18.2397,29.6361,51.9074,9.57451,20.5598,11.4137,28.0925,40.0776,2.73313,4.05597,1.06691,1.1698,4.31167,89.5923,28.0876,30.4415,148.542,4.44704,0.791815,0.90376,29.0089,26.1019,4.61868,7.09193,22.5651,13.901,20.3606,126.189,8.89978,5.38614,57.3075,28.2916,106.109,2.97874
KMO,1.44589,0.897208,15.1833,4.33364,7.90998,82.0963,14.9334,5.24219,10.7046,43.0574,13.1194,14.146,5.29445,0.646642,4.04705,1.48064,10.2393,32.8196,2.21973,3.68019,5.06744,2.04653,12.1647,11.1279,14.9961,17.2072,50.1273,1.47099,0,4.93658,34.8601,40.0984,4.38137,7.64368,8.27372,4.02581,1.6058,33.757,3.92246,2.22004,4.60907,2.61179,2.7613,31.2493,5.56081,4.03722,84.6825,8.78243,14.655,5.52365,5.41624,7.10748,10.4129,116.902,4.42598,42.1064,5.83209,1.76828,21.1807,2.22641,13.9778,34.7041,0,3.60543,4.77716,2.38074,14.1394,1.26288,1.57964,17.2305,0,5.08304,12.6476,1.32144,17.7686,10.0687,5.45015,4.14027,17.6331,9.14121,15.3557,28.6846,0.175948,7.21326,11.5546,13.1631,4.78878,4.30213,124.265,6.46681,7.30783,10.0663,10.9062,4.34515,20.1133,24.7087,2.61844,14.3286,21.5079,8.82002,35.9784,13.9442,4.17707,63.0281,9.41635,6.06652,10.4531,5.56545,17.3116,103.886,24.4904,2.02878,6.84534,2.1727,5.17553,11.3961,10.6676,5.40338,11.9762,2.60659,5.78913,8.79561,0.66819,3.63663,4.86058,5.43145,7.92906,0,8.45972,1.46333,5.2506,15.1432,6.65857,3.17228,7.71199,2.52806,0.752159,3.68603,5.28187,2.81473,1.45647,6.17594,5.09386,13.7969,6.08016,3.63311,3.68648,9.29535,0.307289,16.8733,5.00099,8.75989,10.8902,9.27281,9.83803,3.94718,1.54732,11.3322,3.59431,33.754,20.8749,0,0,3.95502,4.76638,3.05037,3.89631,3.64952,3.72039,1.93187,51.953,5.3916,4.74343,34.7942,4.74365,4.13572,9.86449,11.096,17.2094,12.5123
KRT14,118.371,1.22776,0,0.794509,3.8259,0.270551,1.82674,123.369,2.10125,10.3312,94.5936,210.061,11.775,491.849,19.1625,129.012,5.64154,41.4358,514.252,92.8815,3.86085,50.2108,35.3234,1233.01,0.707408,10.1796,7.29144,1136.84,263.761,234.524,0.0395644,9.53856,60.1135,6.66913,13.3212,96.6137,171.011,5.44961,2.13292,4.04266,3.08023,10.4352,15.2829,2.19612,10.8085,17.7406,7.57929,49.623,6.89034,78.6777,0.551354,25.0607,12.2244,23.6489,5.37247,18.8049,0.109117,397.356,12.127,495.375,19.0054,9.55122,22.4748,48.6854,36.2754,47.2158,0.150555,321.084,192.158,18.8354,115.407,76.6467,19.1258,389.075,11.6825,6.19749,150.591,5.13657,4.93714,0.181523,2.35315,2.74332,49.2563,2.48054,0.375188,3.41339,0.12216,4.63945,0,2.2672,125.86,5.50909,2.55607,73.9875,4.36773,2.00679,0.409527,3.29522,0.0739849,0.595829,0.928637,0.628469,280.186,0.0440374,2.72891,4.91264,2.43413,0.480743,0,0,276.062,4.47365,0.711948,43.4194,32.4302,0.118683,0.113856,119.134,25.6825,1.1598,8.99563,12.8933,7.60157,2.3244,5.38805,0.558435,26.5788,3.03677,1.92268,230.732,62.9592,11.9138,1582.72,1682.5,0.0353425,25.0605,75.4352,30.8586,38.0093,32.5228,2.69927,414.953,148.933,161.559,342.617,216.08,394.19,8.22153,616.609,6.90933,30.3446,11.6942,151.061,0,4.12401,20.9046,25.7243,568.828,36.7775,0.980966,40.7542,34.0491,598.006,246.15,10.2547,0.909254,12.3077,120.57,456.65,708.661,13.2923,1441.07,242.393,5.01213,49.9799,166.331,3.26517,111.476,20.0869,160.041
KRT16,91.0343,14.0226,0.579715,0.602876,9.11002,2.04024,38.1514,32.6146,24.2042,1.60011,18.4317,1116.79,156.186,147.095,17.4303,121.75,1.27116,4.00903,95.7477,149.575,16.9141,9.22974,60.0704,553.128,18.87,0.225316,36.1925,139.312,394.447,51.2569,0.052877,3.93344,49.5287,17.0193,6.70262,90.576,83.4711,6.32739,20.101,47.1869,1.06099,18.7238,74.7677,4.77604,53.1245,26.5273,2.51083,14.973,1.90386,50.6836,9.47135,72.4501,8.0908,4.22319,77.8206,2.54488,3.40006,59.6753,186.521,65.3751,0,8.6163,48.4438,29.9302,7.42116,133.144,0.526784,110.288,91.2358,96.5302,80.1762,128.518,1.12426,324.98,5.14653,38.6102,70.8838,16.1524,0.516638,3.55465,18.1525,23.75,2.0638,33.9761,0,24.6943,2.40834,17.8774,4.82541,74.8609,16.3566,21.6531,1.04947,71.7901,33.8557,17.9436,0.552605,72.4084,0.145122,32.6636,8.10305,0.706737,65.8219,0.556193,46.2,126.281,1.62035,14.768,0.509725,0,349.521,85.9574,2.65956,19.4252,18.1422,0.450311,1.69401,22.9168,56.8354,18.1238,29.6355,383.517,29.1762,20.3289,77.0578,0.667732,89.57,3.34785,0,56.5354,26.2046,114.52,577.869,944.346,0.109901,134.622,52.2307,68.4428,61.3773,113.622,12.7079,256.994,106.581,25.2559,148.238,257.9,67.3251,0.399931,44.915,51.7403,61.873,48.806,34.7157,38.5884,0.898924,4.42811,102.082,340.182,53.5803,9.40847,9.97703,0,806.332,473.333,27.661,36.6867,331.452,40.376,133.633,2146.49,5.29504,192.165,22.3233,0.658549,123.37,73.708,1.7767,6.56254,0.975338,13.312
KRT17,105.347,25.952,21.4388,1.86E-28,15.2766,0.836907,13.2012,44.3352,48.217,14.8626,40.1927,49.2694,237.929,165.311,34.4024,731.945,11.2167,68.6014,410.975,173.196,73.8602,55.6381,12.9822,379.872,16.6569,15.9813,8.14297,701.986,219.698,248.891,4.63325,17.9637,14.8796,51.9748,48.2962,166.12,32.8539,10.6754,46.0299,92.724,5.62649,90.4727,130.131,0.815724,24.3857,32.7619,5.32091,73.9639,4.03414,29.8449,2.63747,278.511,0.144039,43.6087,21.0044,15.6965,3.03741,765.101,58.2138,220.483,3.52294,8.75166,146.226,93.4954,136.091,245.901,7.34839,538.017,365.74,199.352,252.606,511.112,17.1917,524.392,44.1026,99.1239,169.791,9.91089,5.96539,0.600122,14.5962,30.2448,11.2516,15.0611,4.22886,84.8878,0,1.41744,4.72114,93.2654,84.9056,39.2046,55.7271,266.007,28.5257,34.4338,2.04527,50.6806,1.70607,23.5076,3.14951,25.917,423.059,2.66424,14.5706,447.583,5.19917,45.0247,0,0,219.024,109.236,8.14209,62.891,55.5191,0.10699,0,238.324,26.0235,14.628,10.112,521.369,16.9229,37.6519,62.6391,0.230032,75.4316,0.476007,5.15554,3.70101,9.91211,198.33,905.348,1387.34,888.039,37.2395,336.693,48.4916,31.6651,109.838,23.1023,173.845,1.45916,332.388,14.9846,579.032,1029.97,2.72871,1050.05,111.463,101.258,91.1917,587.053,84.8248,55.7211,40.8994,178.695,101.24,207.128,60.619,166.279,0,533.669,1234.96,192.048,137.314,128.648,147.688,144.903,1735.05,25.5607,698.796,355.93,8.48678,98.3899,231.475,11.1817,169.488,40.3273,30.8677
KRT6A,54.2242,1012.79,5.09093,0,43.7876,1.06124,16.528,112.715,10.656,0.816802,41.4118,2374.3,12.9195,1080.32,5.02642,165.653,0.204331,27.403,262.42,57.7713,8.03037,28.3598,103.156,1349.87,17.2934,3.20964,11.6377,57.0774,25.8248,39.3992,11.4816,12.1585,58.98,27.6608,77.6605,134.951,20.3192,0.308611,0.884666,80.6555,0.0177209,17.4194,2.8535,7.51219,776.28,46.8005,1.85392,49.8643,2.37252,120.645,4.88946,424.358,15.0652,9.99283,38.9155,0.0533936,20.4893,247.124,86.6856,172.754,20.8774,20.8353,83.6546,114.328,12.5419,76.9669,41.3597,53.19,53.3406,417.492,11.3892,199.184,34.9008,259.214,7.37833,21.6429,13.4392,86.5851,0.693673,8.43293,23.0089,107.251,5.8905,16.797,4.91217,136.698,0.0207626,36.0657,18.7566,408.949,39.4656,6.26618,386.178,76.4429,70.3375,82.8246,1.48816,501.908,0,132.032,23.9984,2.14332,191.293,12.0715,119.982,215.078,0,19.9684,3.69555,12.7373,622.647,81.6097,13.9138,15.5285,15.9277,1.64438,23.9963,138.198,44.845,56.762,1.43897,634.612,1.96056,10.2522,98.0292,0.310825,9.45253,34.6454,4.61346,54.6293,5.23452,94.1318,1570.27,2603.4,14.0728,43.5373,27.6181,48.3622,12.3955,176.732,22.5461,502.238,2.22255,16.0704,10.3649,954.628,42.1492,5.65316,159.842,98.3427,124.455,334.97,103.81,13.9847,81.4641,130.384,99.8324,1898.76,95.3601,2.72352,3.93938,34.9635,2951.55,316.262,30.5498,10.3745,7.01012,13.0532,26.9924,3704.04,18.327,601.463,172.062,4.24371,74.7498,150.395,10.0987,26.0383,2.17874,27.617
KRT6B,86.6584,30.132,0.332824,0.160932,10.2424,1.186,5.93221,13.9964,4.38034,1.40484,18.6307,288.196,75.9562,476.639,2.00673,213.366,5.81661,9.36462,98.6809,33.1355,63.3655,17.7626,69.3727,247.092,35.8075,3.38428,0.743279,140.572,73.8423,14.9447,0.903227,10.6312,7.04081,9.68151,63.2006,530.787,23.7109,1.82451,5.00267,47.1176,0.492023,15.7364,9.26859,2.87622,46.1464,77.5874,1.52658,8.31075,1.76653,54.9532,4.74016,210.189,7.64591,18.1158,7.53217,0.838378,0,93.2796,18.7345,73.2841,0.0228997,2.54416,216.348,58.34,5.47404,116.964,0.0895952,256.016,46.4606,153.307,14.0925,54.3315,3.91155,92.3174,22.689,41.4921,14.2342,77.1575,2.06779,0.298235,35.6332,120.655,0.268239,12.4539,0,47.0151,0.742875,15.952,4.75327,24.2595,137.366,2.79773,18.7064,479.9,46.362,139.554,1.18657,57.1734,0.0526903,152.121,1.93487,1.70068,93.8724,1.78192,7.46643,228.079,0.254395,32.3569,0.0634756,0,180.32,27.4725,0.508348,6.06978,4.00999,0.044044,0.169457,52.0512,37.9913,75.3859,9.09909,361.065,4.66101,8.01256,85.4541,0.199049,11.8312,124.629,25.9574,3.74309,3.50011,156.107,239.098,326.775,25.4113,43.8515,8.2555,20.933,31.013,27.5727,63.107,151.121,6.2199,38.2187,15.9633,358.395,58.21,0.318894,109.401,39.5837,43.6084,105.533,47.9742,0.401745,22.3315,27.5115,23.0478,818.47,46.9562,1.03456,25.5333,0,870.998,231.8,245.352,105.963,36.4685,102.079,13.1079,1377.33,7.05858,218.145,39.5844,0.448112,53.5423,137.776,0.778724,11.7636,5.99876,4.54214
KYNU,14.7879,371.408,20.1823,17.6823,69.6869,243.128,16.8208,22.9316,2.87511,76.4536,6.18662,106.761,11.8771,4.17852,7.00892,5.51139,18.9737,55.9354,5.3043,9.04136,11.9074,2.85669,12.762,7.27038,16.0255,14.6996,60.5616,10.002,9.77141,6.55581,93.9778,42.0408,3.73245,87.4812,9.55879,9.09878,2.35815,21.3514,5.33408,5.72783,11.6398,4.71817,12.4711,0,34.9034,8.12335,4.02898,17.2198,172.138,10.4972,10.3495,9.99619,1.53855,106.193,7.17154,145.011,6.90752,7.29957,8.65265,2.42706,11.4561,107.061,9.76652,10.0651,4.40769,3.64302,68.2565,14.4053,12.2051,50.0199,1.89882,4.54714,80.8272,3.65505,7.33964,13.5188,2.62625,4.77288,36.3404,26.8288,20.5119,31.8261,0.293491,13.6376,16.5639,9.0285,8.8547,19.1427,86.6903,20.3852,19.8934,10.9807,78.1365,8.79221,17.213,23.0941,25.463,51.3641,29.8573,28.7073,14.4931,144.863,13.5045,368.811,11.4863,17.0448,0.778669,25.2469,57.3483,42.7789,2.55798,6.11862,4.35554,3.78312,2.97186,31.2463,9.53512,11.5655,5.05969,25.2282,4.4863,19.1746,6.33676,7.4756,6.83481,4.23887,5.0327,10.7773,8.77872,2.66025,5.392,8.68389,26.6823,45.4193,14.0936,21.581,3.08382,2.84132,7.18597,11.2024,3.31682,12.9163,2.99107,23.7754,16.3914,6.18401,4.37963,6.0292,10.171,13.9844,11.4566,2.09661,3.69438,1.47338,7.79387,10.0373,3.34676,52.8919,4.16904,71.5981,19.287,0,0,21.981,9.28449,6.34854,17.2676,11.1346,6.43355,23.7252,97.4717,26.0806,20.7412,44.1455,9.58681,142.601,173.37,91.1552,40.2252,30.2071
LBP,0.573258,0.317489,0.37057,0.410553,183.902,5.88067,1.17723,0,9.36242,16.8719,4.28908,0.341148,0.114002,0.125061,0.265699,0.599718,0,83.8717,1.2441,0.73285,0.496781,0.0904382,1.48824,0.417463,2.55733,0.0361976,3.02324,0.338633,0,0.185482,850.753,109.041,0.491035,0.103459,0,0.510202,0.166403,1.27204,0.150571,1.98815,3.66205,1.18249,0.143624,4.36765,6.07525,0.0556399,0,0.669962,32.7845,3.7789,1.52584,1.21431,0.938862,9.0043,3.13134,5.49965,0,2.55761,0.0563157,0.856867,0.403369,44.4286,10.0094,10.5957,0,0.718695,9.54014,4.68855,12.4536,32.6934,0,0.915096,93.4457,0.838876,0,0.195841,0.99451,0.296841,9.97681,3.46219,0.266536,1.41346,0.0236002,0,1.05449,0.642543,0,0,18.9415,3.627,0.0337865,0.895875,6.15042,0.257459,0.965151,3.42086,0,3.30363,1.23834,0.126927,0.37161,0,0.966479,115.524,1.15844,3.33742,0.0905424,0.923182,0,0.812294,0.296391,50.1772,0.041098,0.935546,1.05612,4.93654,1.49229,0.152604,15.463,12.2516,0.307366,1.34411,0.152207,7.37729,0.759896,0.292255,0.742749,0,0,0.20719,0.652367,1.6406,0.867213,1.76553,18.0162,0.118287,0,0,0.264648,0.334001,0,0.0269704,0.158261,0.52182,0,0,0.630284,0.0936314,0.029159,0,0.122071,0.496314,0,0,23.1821,0,1.8779,0.483336,0.0597122,0.830781,0.354963,0,0,2.21989,0.196241,0.24971,0.215567,0.460236,0.121301,17.4641,18.7281,0.497167,6.95762,6.03514,0.358738,2.92004,45.7908,30.34,0.0778297,0.085343
LHFP,2.0952,0.81526,1.1423,1.13794,2.3965,4.06241,0.136171,0,0.444006,1.91694,0.921726,1.57651,1.22997,3.19932,0.460742,2.68666,0.545114,2.93139,1.33469,5.4203,0.711071,2.6772,0.345973,2.67659,0.0936955,1.97618,1.42748,1.29417,0.0553289,0.220629,0.768759,2.90409,0.595998,0.813163,0.260677,1.54434,0.659155,1.01609,0.672579,0.487527,2.28782,1.88011,0.553532,0.0018709,0.421822,1.13224,1.52339,0.906886,2.58615,0.132844,0.434194,0.853878,1.08578,2.36497,0.700106,3.70533,1.23992,0.766592,0.295337,0.753493,0.261223,10.9071,0.145005,0.326932,1.16419,3.70826,2.91939,0.100909,1.32484,1.38204,0.928019,1.69233,2.074,0.339519,0.234188,0.523456,0.828257,0.392373,0.393498,2.59058,0.986658,1.50736,0.437994,0.275027,5.05722,0.639737,1.40999,0.921824,0.201187,1.07754,0.92133,0.436254,1.33739,0.714479,2.15408,0.784121,0,0.786022,0.400838,0.675045,0.71856,0.00944402,0.730913,0.41279,0.986343,0.78988,0.0521159,0.457348,2.84979,0.438417,0.0228533,0.274286,1.06431,1.93824,0.903817,0.488182,0.252562,1.35016,0.406424,0.553075,0.0947361,1.09806,0.938242,0.571099,0.526876,0.108138,0.848601,1.67851,0.0422214,0.239568,0.932149,1.3793,1.0104,0.613725,1.44218,0.875301,7.95848,5.20087,0.460656,5.09697,0.905259,3.04112,1.05402,0.965126,1.92797,5.35082,6.12128,4.24425,5.71544,0.971894,1.63633,1.68337,13.5338,0,0.825841,5.48734,0.502878,0.958182,3.25874,0.411592,4.33856,0,0,1.74013,0.894104,0.461709,0.448266,1.95693,0.924778,1.14329,2.08498,0.65137,3.41442,1.97984,2.79094,1.19223,1.6577,6.7217,1.07837,2.39066
MFAP4,1.60954,0.564544,4.55944,2.50834,20.6016,7.16868,6.52457,8.21735,0.611251,33.4724,1.8374,4.79959,4.47361,6.91442,1.22026,2.07128,9.67575,12.7635,6.62759,8.7876,1.58376,21.5243,12.1226,5.69762,1.21515,15.402,8.58787,5.12276,0,1.26828,3.01056,40.0267,0.351571,5.00249,2.133,2.12753,0.33054,3.71103,1.4602,2.20211,3.27463,1.10077,4.86294,0,1.82836,4.33022,5.78497,0.276358,10.3604,0.0752608,2.83094,2.21432,3.12375,9.00392,0.711885,19.215,20.6094,2.89975,2.89731,1.29656,16.8245,15.2427,5.3912,5.34585,0,7.15011,0.285096,2.17422,2.04239,2.24676,8.51124,3.81614,3.82549,2.27238,10.6199,0.0912683,5.27245,0.311481,1.26006,6.0048,1.31587,2.77163,2.02946,1.37538,8.69345,2.82112,8.48944,16.8975,0.228023,1.87738,2.71187,3.62078,1.51408,3.14142,5.6763,3.85388,0.0449818,3.01022,1.56435,1.72318,3.21895,0,0.951592,0.0702492,0.80546,3.68584,0.786759,1.06111,10.7208,1.54269,0.112547,3.46157,0.188581,2.09456,2.56142,0.652204,0.49814,1.71721,1.01978,0.0932249,0,1.66199,2.46772,3.316,1.666,0,0.916599,0.145341,0,2.3709,0.288673,4.0017,1.15642,0.874124,11.969,1.09546,23.1121,57.6063,1.97139,33.1626,1.04107,15.3516,0.217392,8.52027,13.999,25.4718,30.8398,21.8434,25.4246,0.646041,17.9225,4.52207,19.9395,0,4.31629,19.1872,0.451396,5.13046,13.5576,0.410963,40.5223,0,0,7.00268,0.823587,1.02248,0.849838,6.50503,2.07641,0.591203,6.34898,2.17095,29.2715,4.70685,10.5279,5.30635,3.46351,41.3266,2.88714,34.1461
MIA,21.0747,0.406346,0.450223,0.376771,0,0,34.1576,1.61864,13.5693,0.250469,14.3171,0.284109,9.45441,40.5309,8.04966,31.8349,0.555214,0.979784,43.488,13.4092,18.2909,7.72348,15.9908,3.17113,8.06811,10.6721,0,0.850025,8.05077,35.4567,0,0.312622,34.2175,14.7819,3.36169,6.86349,21.456,0,0.780207,100.141,0.59864,20.3728,21.7525,10.5257,0,1.96644,0,4.42199,0,0,0,23.6586,10.0155,0.200932,3.80292,0,0,18.0933,9.04942,42.9602,0,0,0,1.63317,4.20826,53.5438,0,138.006,6.42661,0.500988,6.00948,4.09474,0,29.91,0.558431,9.51566,9.45003,2.73E-291,0.902935,0.82752,2.02941,30.7945,10.3593,0,0,26.1396,1.07783,21.5567,0,0.940012,3.69805,8.0551,0,5.76936,3.15825,38.436,0,2.50099,0,8.68449,2.32658,0,5.15897,0,3.92295,16.5155,34.0697,1.96921,0,0,10.8148,22.4521,1.9076,26.9481,27.1029,0.51859,0,16.0349,36.2504,0.237805,13.4175,16.103,0.679179,29.0599,17.5343,2.7576,37.434,0,0,32.4655,0.845535,0.289898,2.57247,4.06612,0,1.31154,1.86336,7.68816,52.6175,0,139.753,26.3376,13.1502,5.36339,22.0073,11.8188,10.3012,0.515727,20.5634,2.24355,11.4061,2.9892,4.53652,19.563,1.95772,0,0.941344,10.8721,9.90153,0,5.89406,0,0,91.9118,0.942924,0.580011,47.2477,26.5327,15.2975,4.79669,2.07213,75.0684,3.57539,0.644031,14.3733,9.32885,0.902672,0.9598,0.850444,3.07223
MID1,36.2366,34.466,14.941,57.9088,24.7647,8.78944,24.2185,4.53203,27.3804,17.0436,8.87254,14.5635,24.9344,18.2572,25.3831,18.5919,34.3051,15.4661,22.2624,18.9785,26.6167,29.1145,19.9115,33.7614,10.9874,9.3377,17.1153,33.3046,23.0528,39.6211,16.6227,19.5429,20.8948,11.2812,24.2977,43.0015,32.2369,17.8698,14.4472,29.3436,14.9831,16.0742,22.1864,8.96421,26.0626,10.3217,11.3684,17.306,15.5697,8.52765,4.80063,10.9271,37.5389,26.9929,29.3874,22.0039,23.5989,35.5331,40.5075,13.3447,5.32941,19.3272,0.0374986,9.65455,24.2952,39.7655,0.998935,14.6245,24.2511,5.79772,13.0862,18.203,8.78539,20.3668,16.7236,18.348,69.4015,20.6841,7.77771,26.7608,13.1301,25.749,1.72139,32.5246,8.06621,13.0964,3.86644,26.0472,6.94282,19.0041,31.1013,9.67663,82.5869,26.9271,15.5065,27.8837,0.157822,53.1071,6.97419,14.7907,7.78904,1.0105,20.813,3.56896,12.7798,35.9257,2.04568,33.4136,9.22419,7.24832,14.8445,27.0078,134.299,51.7699,51.5347,21.0676,20.5392,65.2174,19.6522,20.0863,11.3562,14.1269,20.1731,13.7536,25.3114,7.13102,25.2335,13.4752,18.6038,3.49747,13.0013,4.40547,19.8566,21.615,16.711,7.25231,11.2098,8.02387,27.7178,24.305,2.10824,8.14593,33.329,19.5958,15.6825,23.0088,13.2023,12.5283,19.6636,19.3349,30.2846,20.1044,11.1666,6.68681,43.2326,9.59732,7.90995,28.4416,32.269,24.8579,36.4808,0,0,38.3648,10.7215,11.5278,28.5098,10.6828,34.6828,30.2772,11.1729,23.1131,19.4964,3.51415,12.8176,28.897,8.68284,14.4386,1.84193,8.45507
